term_str,n,tfidf_mean,df,dfidf,p,i,max_pos,n_pos,stop
kissed,186,0.003488585658879515,108,248.73525582433638,0.0002151704415968423,12.182232474008762,VBD,4.0,0
kisses,42,0.0011151988594928829,34,134.99798197130045,4.858687390896439e-05,14.329073862338033,NNS,6.0,0
kissing,36,0.0010973495589845373,28,119.01783041964401,4.164589192196948e-05,14.55146628367448,VBG,6.0,0
kitchen,247,0.005716225030874958,126,262.1696867066667,0.00028573709179795725,11.773024053532115,NN,6.0,0
kitchens,51,0.0013239366472391455,28,119.01783041964401,5.899834688945676e-05,14.048965943145298,NN,4.0,0
knee,225,0.003866176737440171,164,278.8721137751391,0.00026028682451230927,11.907610093899756,NN,5.0,0
kneel,39,0.0010242901385978664,32,129.85573512829362,4.511638291546694e-05,14.435989066254544,VB,7.0,0
kneeling,42,0.0011927547280736349,39,147.13099065198017,4.858687390896439e-05,14.329073862338033,VBG,6.0,0
knees,303,0.0044830646263547295,201,282.7949463476297,0.00035051959034324313,11.478217301643841,NN,4.0,0
knelt,154,0.0028977080616064237,106,246.98755442877354,0.00017815187099953612,12.454604744421891,VBD,7.0,0
knew,1577,0.014937948867394068,435,127.5072574300421,0.0018243214322484964,9.098424340326282,VBD,10.0,0
knife,231,0.004034959578786355,122,259.5250349939474,0.00026722780649930417,11.869642243700735,NN,7.0,0
knight,650,0.010106108169670842,163,278.60996167008005,0.0007519397152577823,10.377095377200977,NN,9.0,0
knight flowers,44,0.0012200827221319896,27,116.1838139560841,5.090053457129603e-05,14.261959666479497,,,0
knights,373,0.006362885882507222,139,269.5280403549579,0.00043149771352485046,11.178359464861556,NNS,10.0,0
knives,49,0.0014038772555146069,43,156.16425962645437,5.668468622712513e-05,14.106681441001585,NNS,5.0,0
knock,76,0.0019034245343557627,61,190.7625174969737,8.791910516860223e-05,13.473463771673208,VB,4.0,0
knocked,120,0.0025155738916113187,102,243.3277708403434,0.00013881963973989828,12.814500689508275,VBD,5.0,0
knocking,60,0.001820979917844892,50,170.70677664922255,6.940981986994914e-05,13.814500689508275,VBG,3.0,0
know,3263,0.02574384069663848,514,26.916727212563107,0.003774737370594067,8.049408013024928,VBP,11.0,0
know better,41,0.001289231406460424,40,149.44254511487253,4.7430043577798574e-05,14.36383928049871,,,0
know did,36,0.001055641825561108,32,129.85573512829362,4.164589192196948e-05,14.55146628367448,,,0
know jon,36,0.0011822431736742548,19,91.39121997699621,4.164589192196948e-05,14.55146628367448,,,0
know know,39,0.000985048694679081,31,127.21765778354131,4.511638291546694e-05,14.435989066254544,,,0
know nan,71,0.001880977278701814,60,189.06606762903942,8.213495351277314e-05,13.571644165612112,,,0
know said,95,0.001952299245963898,75,212.18797741974714,0.0001098988814607528,13.151535676785846,,,0
knowing,150,0.0030689794116349808,122,259.5250349939474,0.00017352454967487283,12.492572594620912,VBG,8.0,0
knowledge,98,0.00229673137344848,71,206.48536683106906,0.00011336937245425025,13.106681441001585,NN,5.0,0
known,493,0.005896916247122267,277,261.55712720866654,0.0005703173532647487,10.775947448738881,VBN,12.0,0
knows,303,0.004425764342006802,188,282.63973976332926,0.00035051959034324313,11.478217301643841,VBZ,6.0,0
kraznys,49,0.0020122154191460073,4,28.231966891036702,5.668468622712513e-05,14.106681441001585,NNP,1.0,0
labour,56,0.0014750411689909856,46,162.5837692682995,6.478249854528586e-05,13.91403636305919,NN,5.0,0
labouring,36,0.0009423663247777477,27,116.1838139560841,4.164589192196948e-05,14.55146628367448,VBG,3.0,0
labours,51,0.0012015610424487852,30,124.53303381451971,5.899834688945676e-05,14.048965943145298,NN,3.0,0
lace,41,0.0011101789064376436,33,132.44872091222382,4.7430043577798574e-05,14.36383928049871,NN,2.0,0
lack,62,0.0014976370344570702,53,176.49377721438677,7.172348053228077e-05,13.767194974729918,NN,4.0,0
lad,177,0.0037189657043427914,106,246.98755442877354,0.00020475896861634995,12.253785735033796,NN,8.0,0
ladder,55,0.0016945587682540562,24,107.35270132891247,6.362566821412004e-05,13.940031571592133,NN,3.0,0
laden,48,0.0012906370948634598,39,147.13099065198017,5.552785589595931e-05,14.136428784395637,JJ,6.0,0
ladies,180,0.0038506540251122133,84,223.9166411983549,0.0002082294596098474,12.229538188787119,NNS,7.0,0
lads,48,0.0012494197999137985,37,142.39591921381836,5.552785589595931e-05,14.136428784395637,NN,6.0,0
lady,1798,0.020682130947053953,317,237.63990356046665,0.0020799809354361425,8.909213979602345,NN,12.0,0
lady catelyn,89,0.0020806668166325607,48,166.70540265782495,0.00010295789947375788,13.245657854150396,,,0
lady lysa,66,0.0015049463992901399,18,87.98520098370354,7.635080185694404e-05,13.67699716575834,,,0
lady mother,39,0.0011951193787576152,28,119.01783041964401,4.511638291546694e-05,14.435989066254544,,,0
lady said,48,0.0012353897068589149,35,137.5048047034973,5.552785589595931e-05,14.136428784395637,,,0
lady stark,70,0.0018873376276731342,33,132.44872091222382,8.097812318160733e-05,13.592108268171827,,,0
lady tanda,37,0.0013877834700712468,20,94.72127255743628,4.28027222531353e-05,14.511937919487844,,,0
ladys,71,0.0019431249873400505,56,182.03566083928803,8.213495351277314e-05,13.571644165612112,NN,4.0,0
laertes,50,0.0016903385605197196,18,87.98520098370354,5.7841516558290944e-05,14.077535095342068,NNP,4.0,0
lagoon,65,0.002692615392431093,16,80.92786756414681,7.519397152577823e-05,13.699023472088339,NN,3.0,0
laid,472,0.005976708832973761,268,265.82987865677615,0.0005460239163102666,10.838748235754952,VBD,11.0,0
lake,108,0.0024161637748632905,44,158.33664458136266,0.00012493767576590844,12.966503782953325,NN,5.0,0
lamb,51,0.0014555020970346713,33,132.44872091222382,5.899834688945676e-05,14.048965943145298,NN,5.0,0
lame,50,0.001330637596954647,32,129.85573512829362,5.7841516558290944e-05,14.077535095342068,NNP,7.0,0
lamp,76,0.0019128048795457099,52,174.59270424014036,8.791910516860223e-05,13.473463771673208,NN,6.0,0
lance,205,0.0036531588941019102,65,197.31555413249689,0.00023715021788899286,12.041911185611347,NN,6.0,0
lancel,63,0.002239387133674167,19,91.39121997699621,7.288031086344659e-05,13.744111361616877,NNP,3.0,0
lances,69,0.0016711534165154817,44,158.33664458136266,7.982129285044151e-05,13.612866828338625,NNS,8.0,0
land,493,0.006414744425571889,180,281.90495275731024,0.0005703173532647487,10.775947448738881,NN,8.0,0
landed,64,0.001969728574948491,55,180.2147605078984,7.403714119461241e-05,13.721391285116793,VBD,4.0,0
landing,371,0.006033917012635866,162,278.33895861967727,0.0004291840528625188,11.18611590849599,NNP,6.0,0
landlord,57,0.0021467199253141535,19,91.39121997699621,6.593932887645167e-05,13.888501270952052,NN,2.0,0
lands,236,0.003559291351033579,117,255.95235937156522,0.0002730119581551333,11.838748235754952,NNS,6.0,0
lane,73,0.0018334345305064104,34,134.99798197130045,8.444861417510478e-05,13.531566726236775,NN,3.0,0
language,75,0.0019508914855088984,58,185.60062220263302,8.676227483743641e-05,13.492572594620912,NN,6.0,0
lannisport,36,0.000919918139165252,25,110.35338832461127,4.164589192196948e-05,14.55146628367448,NNP,2.0,0
lannister,731,0.013073317788944884,151,274.75763449854867,0.0008456429720822136,10.207663689164356,NNP,5.0,0
lannisters,285,0.005667489889544802,110,250.4295210157968,0.00032969664438225836,11.56657317606469,NNP,6.0,0
lantern,77,0.0021333824700972117,40,149.44254511487253,8.907593549976806e-05,13.454604744421891,NN,3.0,0
lap,69,0.0018883863572533735,59,187.34557173044274,7.982129285044151e-05,13.612866828338625,NN,5.0,0
large,497,0.006534490686165821,266,266.72067041062434,0.000574944674589412,10.764289243554508,JJ,7.0,0
larger,104,0.002084537324778472,80,218.88509022974506,0.00012031035444124517,13.0209515669757,JJR,6.0,0
largest,35,0.0008915471502016396,31,127.21765778354131,4.048906159080366e-05,14.592108268171827,JJS,2.0,0
lasted,45,0.0014696765659290025,42,153.95832059917745,5.205736490246185e-05,14.229538188787119,VBD,6.0,0
late,421,0.005427137416735563,253,271.974531460411,0.00048702556942080975,11.003714862050398,JJ,9.0,0
lately,46,0.0011307330247790435,40,149.44254511487253,5.321419523362767e-05,14.19782932905978,RB,7.0,0
later,262,0.004094974823723029,158,277.16533398396757,0.00030308954676544454,11.687968283579343,RB,12.0,0
laugh,271,0.004775025809994913,164,278.8721137751391,0.0003135010197459369,11.639242243762922,NN,10.0,0
laughed,521,0.006718085393545156,264,267.5897672977908,0.0006027086025373917,10.696251722838285,VBD,10.0,0
laughing,198,0.003452412990857028,140,270.0192188139893,0.00022905240557083214,12.092034665037184,VBG,11.0,0
laughter,199,0.0033391295857705273,133,266.36033520531214,0.00023020923590199796,12.084766664573145,NN,11.0,0
law,103,0.002476954856504903,70,205.00960940699463,0.00011915352411007934,13.034890757933574,NN,5.0,0
laws,65,0.0015043823358158433,50,170.70677664922255,7.519397152577823e-05,13.699023472088339,NNS,4.0,0
lay,837,0.008711484709630091,352,210.69315665090122,0.0009682669871857904,10.01230747256645,VBD,14.0,0
laying,67,0.001766542525393969,57,183.83079738988275,7.750763218810986e-05,13.655302094659021,VBG,2.0,0
lead,211,0.003414392712248073,149,273.9846571422551,0.0002440911998759878,12.000292096409607,VB,8.0,0
leader,66,0.0014217700965885023,44,158.33664458136266,7.635080185694404e-05,13.67699716575834,NN,4.0,0
leaders,36,0.0008464829070113252,20,94.72127255743628,4.164589192196948e-05,14.55146628367448,NNS,3.0,0
leading,111,0.0022537530211347973,92,233.16753853659898,0.0001284081667594059,12.926975418766688,VBG,4.0,0
leads,46,0.0009990835069486935,31,127.21765778354131,5.321419523362767e-05,14.19782932905978,VBZ,6.0,0
leaf,70,0.001909167900068409,54,178.3676279121682,8.097812318160733e-05,13.592108268171827,NN,6.0,0
leagues,95,0.00180592647720611,72,207.94080393481417,0.0001098988814607528,13.151535676785846,NNS,5.0,0
lean,83,0.0018653048959149786,72,207.94080393481417,9.601691748676297e-05,13.346351853769868,JJ,7.0,0
leaned,155,0.0028963225644427445,119,257.4177011746966,0.00017930870133070194,12.445266879842556,VBD,3.0,0
leaned forward,39,0.0010581914138789467,35,137.5048047034973,4.511638291546694e-05,14.435989066254544,,,0
leaning,103,0.0021742837908026212,94,235.31986988166466,0.00011915352411007934,13.034890757933574,VBG,2.0,0
leap,35,0.0009250998744612656,33,132.44872091222382,4.048906159080366e-05,14.592108268171827,VB,5.0,0
leaping,51,0.001193838259650848,40,149.44254511487253,5.899834688945676e-05,14.048965943145298,VBG,4.0,0
leapt,111,0.0024270450623497253,84,223.9166411983549,0.0001284081667594059,12.926975418766688,NN,8.0,0
learn,206,0.0033682504509471405,151,274.75763449854867,0.00023830704822015868,12.034890757933574,VB,9.0,0
learned,179,0.002970810528958891,136,267.99192788520173,0.00020707262927868158,12.237575507852537,VBD,7.0,0
leather,289,0.004368209089272523,148,273.58367685527344,0.0003343239657069217,11.546465602616115,NN,12.0,0
leave,983,0.010020066919605363,391,174.76406785166304,0.001137164215536,9.780343678776212,VB,10.0,0
leaves,332,0.005110977710382169,158,277.16533398396757,0.00038406766994705186,11.346351853769868,NNS,8.0,0
leaving,238,0.0038432629697855514,168,279.8332823967098,0.0002753256188174649,11.82657352180885,VBG,6.0,0
led,516,0.006016553628918935,279,260.5498446494667,0.0005969244508815625,10.710164029693539,VBD,8.0,0
led way,44,0.0011099858399878147,35,137.5048047034973,5.090053457129603e-05,14.261959666479497,,,0
left,1797,0.015025105792816391,474,80.2237766100745,0.0020788241051049768,8.910016591606851,VBD,17.0,0
left hand,72,0.0016530089776222142,52,174.59270424014036,8.329178384393896e-05,13.55146628367448,,,0
left room,37,0.0011856482766300276,34,134.99798197130045,4.28027222531353e-05,14.511937919487844,,,0
leg,276,0.005888307100262884,137,268.51447065241496,0.00031928517140176603,11.612866828338625,NN,7.0,0
legolas,94,0.0018808278405624006,9,52.99260049185177,0.00010874205112958697,13.166802433439155,NNP,5.0,0
legs,426,0.006105690234340148,216,281.47051164867275,0.0004928097210766388,10.986681664890956,NN,8.0,0
lem,110,0.003705202728126323,8,48.463933782073404,0.00012725133642824008,12.940031571592133,NNP,4.0,0
lend,39,0.0011619680491520017,30,124.53303381451971,4.511638291546694e-05,14.435989066254544,VB,4.0,0
length,277,0.004510616775419029,154,275.8455980378983,0.0003204420017329318,11.607649119067604,NN,9.0,0
lesser,40,0.0009201290757363785,33,132.44872091222382,4.627321324663276e-05,14.399463190229431,JJR,3.0,0
lesson,77,0.001930266503768191,61,190.7625174969737,8.907593549976806e-05,13.454604744421891,NN,3.0,0
lessons,38,0.0012385631104325889,30,124.53303381451971,4.3959552584301115e-05,14.473463771673208,NNS,4.0,0
lest,101,0.002411481547439457,76,213.56487990798487,0.0001168398634477477,13.063179802365,JJS,6.0,0
let,2072,0.017511623966362085,479,73.8186310940149,0.002396952446175577,8.70458299743024,VB,14.0,0
lets,76,0.001687617226542891,60,189.06606762903942,8.791910516860223e-05,13.473463771673208,NN,8.0,0
letter,268,0.0058897163606871205,106,246.98755442877354,0.00031003052875243944,11.655302094659021,NN,4.0,0
letters,108,0.0023141665278107156,70,205.00960940699463,0.00012493767576590844,12.966503782953325,NNS,4.0,0
letting,47,0.0012547923491981233,44,158.33664458136266,5.4371025564793485e-05,14.166802433439155,VBG,1.0,0
level,77,0.0016937541567181686,58,185.60062220263302,8.907593549976806e-05,13.454604744421891,NN,6.0,0
liar,71,0.0016804810995161776,56,182.03566083928803,8.213495351277314e-05,13.571644165612112,NN,3.0,0
liberty,56,0.0016699903194212287,45,160.47623818932755,6.478249854528586e-05,13.91403636305919,NN,4.0,0
library,66,0.002121876227754304,42,153.95832059917745,7.635080185694404e-05,13.67699716575834,NN,3.0,0
licked,44,0.0017218960439058836,38,144.78243995399242,5.090053457129603e-05,14.261959666479497,VBD,4.0,0
lie,392,0.005322742356597067,223,280.3314764930683,0.000453477489817001,11.106681441001585,VB,14.0,0
lied,53,0.0015614789981640217,42,153.95832059917745,6.13120075517884e-05,13.993470830553594,VBD,6.0,0
liege,37,0.0009937847934227556,27,116.1838139560841,4.28027222531353e-05,14.511937919487844,NN,3.0,0
lies,284,0.004028431957307701,132,265.7948836488954,0.0003285398140510926,11.571644165612112,VBZ,9.0,0
life,1053,0.010840899086727309,404,161.511216962982,0.0012181423387176073,9.681101564091076,NN,14.0,0
lift,109,0.0022692017395948105,94,235.31986988166466,0.00012609450609707426,12.953206960339866,VB,8.0,0
lifted,354,0.005201714025594883,214,281.73629358061817,0.0004095179372326999,11.253785735033796,VBD,7.0,0
lifted head,39,0.0011102493846389231,37,142.39591921381836,4.511638291546694e-05,14.435989066254544,,,0
lifting,63,0.0015492814613945443,58,185.60062220263302,7.288031086344659e-05,13.744111361616877,VBG,2.0,0
light,1235,0.01180044195104902,389,176.74813195369077,0.0014286854589897864,9.451095958644753,NN,14.0,0
lighted,61,0.0018839889050290427,50,170.70677664922255,7.056665020111496e-05,13.790653947553906,VBN,5.0,0
lighter,36,0.0010127917486307905,29,121.80031110131651,4.164589192196948e-05,14.55146628367448,JJR,5.0,0
lightly,115,0.0022360438124951697,88,228.67328916272533,0.00013303548808406916,12.875901234172417,RB,7.0,0
lightning,110,0.0023931482890143987,61,190.7625174969737,0.00012725133642824008,12.940031571592133,NN,4.0,0
lights,109,0.0022353699366610418,77,214.92279901894915,0.00012609450609707426,12.953206960339866,NNS,4.0,0
like,4000,0.03161341426871551,518,21.333019367618217,0.004627321324663276,7.755607000454706,IN,14.0,0
like man,35,0.0010970162048700085,35,137.5048047034973,4.048906159080366e-05,14.592108268171827,,,0
like nan,39,0.0010727963639258508,36,139.97040196740707,4.511638291546694e-05,14.435989066254544,,,0
liked,346,0.0053243198648988445,190,282.74586174136334,0.00040026329458337336,11.28676305748007,VBD,7.0,0
likely,219,0.0037580004010997676,175,281.1866069121982,0.00025334584252531436,11.94660422551562,JJ,9.0,0
likeness,51,0.0014362543539951614,43,156.16425962645437,5.899834688945676e-05,14.048965943145298,NN,2.0,0
likes,121,0.0023994949146451737,95,236.37293087068167,0.0001399764700710641,12.802528047842198,VBZ,5.0,0
liking,37,0.0009084536005850214,35,137.5048047034973,4.28027222531353e-05,14.511937919487844,NN,3.0,0
limb,60,0.0015330173026493336,49,168.72081205355443,6.940981986994914e-05,13.814500689508275,NN,5.0,0
limbs,128,0.002553155829862086,87,227.50919574120894,0.00014807428238922482,12.721391285116793,NNS,6.0,0
line,293,0.004550925243931193,160,277.7701804594901,0.00033895128703158496,11.526634430694545,NN,4.0,0
lined,55,0.0012319795907195492,48,166.70540265782495,6.362566821412004e-05,13.940031571592133,VBD,5.0,0
linen,83,0.001966442690188938,61,190.7625174969737,9.601691748676297e-05,13.346351853769868,NN,4.0,0
lines,101,0.002201053641035749,75,212.18797741974714,0.0001168398634477477,13.063179802365,NNS,4.0,0
linger,36,0.0010350099846197335,34,134.99798197130045,4.164589192196948e-05,14.55146628367448,VB,6.0,0
lingered,75,0.0018938772240553105,65,197.31555413249689,8.676227483743641e-05,13.492572594620912,VBD,6.0,0
lingering,37,0.0011261365174567624,35,137.5048047034973,4.28027222531353e-05,14.511937919487844,VBG,3.0,0
linton,348,0.015273044385094704,29,121.80031110131651,0.000402576955245705,11.278447789268064,NNP,4.0,0
lintons,71,0.003546206098202053,26,113.29635212007018,8.213495351277314e-05,13.571644165612112,NNP,2.0,0
lion,176,0.003447003250943594,96,237.41080531564987,0.00020360213828518413,12.261959666479497,NN,5.0,0
lions,112,0.002505229474737099,71,206.48536683106906,0.0001295649970905717,12.91403636305919,NNS,5.0,0
lip,139,0.00307955915595876,93,234.25146078355644,0.00016079941603204883,12.602450212393286,NN,5.0,0
lips,383,0.005810043990243924,213,281.85908783960093,0.00044306601683650863,11.140190703191836,NN,4.0,0
liquid,37,0.000978609764634518,31,127.21765778354131,4.28027222531353e-05,14.511937919487844,NN,3.0,0
listen,262,0.004195500921546463,184,282.33507707319797,0.00030308954676544454,11.687968283579343,VB,12.0,0
listened,188,0.00339005209183002,136,267.99192788520173,0.00021748410225917394,12.166802433439155,VBD,8.0,0
listening,192,0.0032975288527940945,148,273.58367685527344,0.00022211142358383724,12.136428784395637,VBG,10.0,0
lists,35,0.0010096261746069927,17,84.49899098565022,4.048906159080366e-05,14.592108268171827,NN,3.0,0
lit,129,0.002542795130890361,98,239.44162410710882,0.00014923111272039063,12.710164029693539,VBD,9.0,0
litter,69,0.0017998282260482926,35,137.5048047034973,7.982129285044151e-05,13.612866828338625,NN,4.0,0
little,2657,0.023724105111574082,478,75.10570926408832,0.0030736981899075807,8.345808772626286,JJ,13.0,0
little boy,42,0.0011894979916176828,38,144.78243995399242,4.858687390896439e-05,14.329073862338033,,,0
little girl,83,0.002686061283726304,58,185.60062220263302,9.601691748676297e-05,13.346351853769868,,,0
little man,49,0.0012589285596940618,35,137.5048047034973,5.668468622712513e-05,14.106681441001585,,,0
littlefinger,244,0.006481248481688757,46,162.5837692682995,0.0002822666008044598,11.790653947553906,NNP,4.0,0
live,458,0.0064250855156616085,249,273.39945788208263,0.0005298282916739451,10.88218749701985,VB,8.0,0
lived,281,0.0044064788672473635,182,282.1358690260073,0.0003250693230575951,11.586964964895866,VBD,8.0,0
lively,50,0.001452033530722729,43,156.16425962645437,5.7841516558290944e-05,14.077535095342068,RB,5.0,0
lives,202,0.0034497579467909277,140,270.0192188139893,0.0002336797268954954,12.063179802365,NNS,6.0,0
living,301,0.004593809744809674,198,282.8697503305541,0.0003482059296809115,11.487771608357091,NN,10.0,0
lo,64,0.0013195611843847543,23,104.29188463414975,7.403714119461241e-05,13.721391285116793,NN,5.0,0
load,61,0.0014099134220711914,43,156.16425962645437,7.056665020111496e-05,13.790653947553906,NN,7.0,0
loaded,46,0.0012186140187827104,37,142.39591921381836,5.321419523362767e-05,14.19782932905978,VBN,5.0,0
lock,62,0.0018681579870950718,50,170.70677664922255,7.172348053228077e-05,13.767194974729918,NN,6.0,0
locked,102,0.0022528214145158677,87,227.50919574120894,0.00011799669377891352,13.048965943145298,VBN,5.0,0
locks,36,0.001020487369410915,30,124.53303381451971,4.164589192196948e-05,14.55146628367448,NNS,5.0,0
lofty,82,0.001610501581499119,42,153.95832059917745,9.486008715559715e-05,13.36383928049871,JJ,4.0,0
logs,35,0.001006020568708635,22,101.16832229068132,4.048906159080366e-05,14.592108268171827,NNS,4.0,0
lollys,39,0.0014744568200904641,15,77.26651690725986,4.511638291546694e-05,14.435989066254544,NNP,3.0,0
lommy,77,0.003252228948650492,10,57.36063627871814,8.907593549976806e-05,13.454604744421891,NNP,5.0,0
london,155,0.004430083982913424,70,205.00960940699463,0.00017930870133070194,12.445266879842556,NNP,4.0,0
lonely,108,0.002467179137269493,91,232.06793451300365,0.00012493767576590844,12.966503782953325,JJ,9.0,0
long,2910,0.022836069890373435,499,47.45276299353579,0.003366376263692533,8.214587847321146,JJ,15.0,0
long ago,136,0.0025056263198968373,92,233.16753853659898,0.00015732892503855138,12.633928443866454,,,0
long nan,84,0.0017739987612149207,63,194.08484335333335,9.717374781792878e-05,13.329073862338033,,,0
long time,158,0.0028110443016933933,140,270.0192188139893,0.0001827791923241994,12.41761053693969,,,0
long way,73,0.001716635132195943,57,183.83079738988275,8.444861417510478e-05,13.531566726236775,,,0
longclaw,36,0.0010933308544791847,16,80.92786756414681,4.164589192196948e-05,14.55146628367448,NNP,3.0,0
longed,36,0.0010965077175098827,25,110.35338832461127,4.164589192196948e-05,14.55146628367448,VBD,4.0,0
longer,464,0.005893600523264491,270,264.9175539412532,0.0005367692736609399,10.863410289989222,RBR,12.0,0
longsword,121,0.002548583641364266,74,210.79183842763672,0.0001399764700710641,12.802528047842198,NN,3.0,0
look,1905,0.016479551193487898,480,72.52854103231549,0.002203761780870885,8.825816002736108,NN,12.0,0
look face,40,0.001076491475210961,35,137.5048047034973,4.627321324663276e-05,14.399463190229431,,,0
look like,82,0.0016948078307804566,67,200.45746966419404,9.486008715559715e-05,13.36383928049871,,,0
look said,35,0.000850078832609834,33,132.44872091222382,4.048906159080366e-05,14.592108268171827,,,0
looked,2142,0.019132160305806636,457,101.42720503940546,0.002477930569357184,8.656648520366538,VBD,7.0,0
looked like,111,0.00267659525246035,89,229.82098796955722,0.0001284081667594059,12.926975418766688,,,0
looked round,45,0.0013899637429002517,40,149.44254511487253,5.205736490246185e-05,14.229538188787119,,,0
looking,945,0.01099304790507097,345,216.50101402730738,0.001093204662951699,9.837220766008357,VBG,5.0,0
looks,207,0.0037602414943065893,160,277.7701804594901,0.00023946387855132453,12.027904327617469,VBZ,9.0,0
loomed,56,0.0013595693254422928,45,160.47623818932755,6.478249854528586e-05,13.91403636305919,VBD,3.0,0
loose,173,0.0036089203660107697,120,258.13213525807885,0.00020013164729168668,12.28676305748007,JJ,10.0,0
loras,145,0.0053350164492519695,37,142.39591921381836,0.00016774039801904374,12.541482195101858,NNP,4.0,0
lord,4526,0.048052452118960455,320,235.5403609189803,0.005235814078856496,7.5773704158499005,NNP,11.0,0
lord baelish,37,0.0013038484951740405,20,94.72127255743628,4.28027222531353e-05,14.511937919487844,,,0
lord balon,40,0.0011068820935104247,9,52.99260049185177,4.627321324663276e-05,14.399463190229431,,,0
lord beric,126,0.003707135770803018,20,94.72127255743628,0.00014576062172689318,12.744111361616877,,,0
lord bolton,53,0.0017032703099488212,21,97.97916029958873,6.13120075517884e-05,13.993470830553594,,,0
lord commander,170,0.003624664775243244,57,183.83079738988275,0.0001966611562981892,12.312000348979092,,,0
lord commanders,35,0.0010787546309767397,20,94.72127255743628,4.048906159080366e-05,14.592108268171827,,,0
lord eddard,143,0.003506272323340912,76,213.56487990798487,0.0001654267373567121,12.561519948338404,,,0
lord father,191,0.003990616721061937,93,234.25146078355644,0.00022095459325267142,12.143962457081045,,,0
lord hoster,61,0.0018496361025670642,26,113.29635212007018,7.056665020111496e-05,13.790653947553906,,,0
lord husband,46,0.0012197508057732883,29,121.80031110131651,5.321419523362767e-05,14.19782932905978,,,0
lord janos,48,0.0014461165952072545,10,57.36063627871814,5.552785589595931e-05,14.136428784395637,,,0
lord jon,37,0.0011263952194127426,20,94.72127255743628,4.28027222531353e-05,14.511937919487844,,,0
lord light,58,0.0013594627889816206,23,104.29188463414975,6.709615920761749e-05,13.863410289989222,,,0
lord mormont,48,0.0013733506098369938,22,101.16832229068132,5.552785589595931e-05,14.136428784395637,,,0
lord petyr,59,0.001730132922267689,19,91.39121997699621,6.825298953878332e-05,13.838748235754952,,,0
lord renly,96,0.002531475456301316,42,153.95832059917745,0.00011105571179191862,13.136428784395637,,,0
lord rickard,35,0.0011037192349428332,18,87.98520098370354,4.048906159080366e-05,14.592108268171827,,,0
lord said,45,0.001148157966285232,38,144.78243995399242,5.205736490246185e-05,14.229538188787119,,,0
lord snow,42,0.0013241235434690787,17,84.49899098565022,4.858687390896439e-05,14.329073862338033,,,0
lord stannis,113,0.0027501981591145407,43,156.16425962645437,0.00013072182742173753,12.901212322701605,,,0
lord stark,44,0.0014605588203637772,23,104.29188463414975,5.090053457129603e-05,14.261959666479497,,,0
lord tywin,374,0.007653024024248086,82,221.43605688756955,0.00043265454385601625,11.174496825229156,,,0
lord tywin lannister,38,0.0010914532740073641,29,121.80031110131651,4.3959552584301115e-05,14.473463771673208,,,0
lord tywins,53,0.0015154929362143652,39,147.13099065198017,6.13120075517884e-05,13.993470830553594,,,0
lord varys,46,0.0015352977195774262,24,107.35270132891247,5.321419523362767e-05,14.19782932905978,,,0
lord walder,84,0.002075070285259735,20,94.72127255743628,9.717374781792878e-05,13.329073862338033,,,0
lord walders,36,0.0011222199517085276,14,73.508915209822,4.164589192196948e-05,14.55146628367448,,,0
lord winterfell,36,0.0011595763430739538,19,91.39121997699621,4.164589192196948e-05,14.55146628367448,,,0
lordling,43,0.001245465583998227,23,104.29188463414975,4.9743704240130216e-05,14.295126530414695,NN,5.0,0
lords,501,0.007189558900783129,172,280.6570385058174,0.0005795719959140752,10.752724491921585,NNS,11.0,0
losberne,43,0.0019363290349348184,12,65.67635066445624,4.9743704240130216e-05,14.295126530414695,NNP,1.0,0
lose,156,0.0028480731162905453,123,260.2036977426521,0.00018046553166186776,12.435989066254544,VB,4.0,0
losing,60,0.0016497119736776484,56,182.03566083928803,6.940981986994914e-05,13.814500689508275,VBG,3.0,0
loss,101,0.002155924671824679,83,222.68504018721683,0.0001168398634477477,13.063179802365,NN,3.0,0
lost,791,0.008292871412090543,350,212.37321382439646,0.0009150527919521628,10.093857400644001,VBN,14.0,0
lot,157,0.0028813428468783165,109,249.5890063800652,0.00018162236199303357,12.426770536225167,NN,6.0,0
lothar,47,0.0013656260812468495,8,48.463933782073404,5.4371025564793485e-05,14.166802433439155,NNP,3.0,0
lots,35,0.0009007740639234993,29,121.80031110131651,4.048906159080366e-05,14.592108268171827,NNS,4.0,0
loud,247,0.0038976166263342583,150,274.3759548394942,0.00028573709179795725,11.773024053532115,JJ,11.0,0
louder,82,0.001825210165986152,64,195.71147025658726,9.486008715559715e-05,13.36383928049871,NN,12.0,0
loudly,102,0.0020003658996989157,83,222.68504018721683,0.00011799669377891352,13.048965943145298,RB,9.0,0
love,828,0.011089132148151916,296,251.1673537105469,0.0009578555142052981,10.027904327617469,NN,15.0,0
loved,381,0.005572737978550221,195,282.8789747568652,0.000440752356174177,11.147744097623471,VBD,9.0,0
lovely,153,0.0031999209630790746,96,237.41080531564987,0.0001769950406683703,12.464003442424142,JJ,6.0,0
loves,78,0.0018799696861884175,55,180.2147605078984,9.023276583093388e-05,13.435989066254544,VBZ,6.0,0
loving,50,0.001467661608526711,38,144.78243995399242,5.7841516558290944e-05,14.077535095342068,VBG,5.0,0
low,537,0.006536053212393902,297,250.57076278164777,0.0006212178878360448,10.65261300713138,JJ,10.0,0
low voice,51,0.0013208248721753408,45,160.47623818932755,5.899834688945676e-05,14.048965943145298,,,0
